story_id,source_slice,feature,actor,user_story,expected_behavior,entry_points,evidence,inventory_status,qa_status,error_status,documented_errors,fix_status,retest_status,duplicate_or_overlap,source_analysis,notes
RT-033,runtime-sessions,Coordinator config (read),Agent,As an agent I want the resolved coordinator policy for my workspace,"`GET /api/agent/coordinator/config` → `{enabled,agent_name,provider,model,default_ttl_seconds,max_children,max_active_sessions_per_workspace,source(global/workspace),workspace_id}`; service unconfigured → 503.",HTTP+UDS (agent kernel),"`agent_identity.go:55-67,163-187`; `agent_contracts.go:11-27`; qa/evidence/batch-003-sessions/rt033-*",Needs QA,Passed,No error,"Valid identity returned 200 coordinator config enabled=false, agent_name=coordinator, default_ttl_seconds=7200, max_children=5, max_active_sessions_per_workspace=5, source=workspace, workspace_id=ws_50cd2346e8ef0c2a. Missing identity returned 401.",Not required,Not required,,.compozy/tasks/feature-stories/analysis/01_analysis_runtime-sessions.md,Service-unconfigured branch requires alternate daemon wiring; read contract passed.
RT-034,runtime-sessions,Agent soul authoring,Operator/Agent,As an operator I want full SOUL.md lifecycle per agent (get/validate/put/delete/history/rollback),"`GET/PUT/DELETE /api/agents/:name/soul`, `POST .../soul/validate`, `GET .../soul/history`, `POST .../soul/rollback`; package-owned souls are read-only; concurrency via expected digest.",HTTP+UDS,`authored_context.go:126-373`; qa/evidence/batch-004-context-settings/rt034-*,Needs QA,Passed,No error,"SOUL.md lifecycle passed through HTTP and UDS-backed CLI: validate valid body returned 200, PUT v1 created a digest, CLI inspect matched it, PUT v2 with expected digest succeeded, stale CAS returned 409, history returned revisions, rollback restored v1 digest, stale delete returned 409, and current delete succeeded.",Not required,Not required,,.compozy/tasks/feature-stories/analysis/01_analysis_runtime-sessions.md,Package-owned soul mutation branch was not reachable in this lab because no package-owned agent definition was present in the workspace-visible agent list.
RT-035,runtime-sessions,Per-session soul refresh,Operator/Agent,As an operator I want to refresh a live session's soul with optimistic concurrency,`POST .../sessions/:sid/soul/refresh` with optional `{expected_digest}` → 200 refreshed soul; digest mismatch → conflict; service unavailable → mapped error.,HTTP+UDS,`authored_context.go:377-409`; qa/evidence/batch-004-context-settings/rt035-*,Needs QA,Passed,No error,"Per-session soul refresh passed: stale expected_digest returned 409 over HTTP, empty expected_digest refreshed idle active session sess-f6cb5313b8317935 to the current authored soul digest, and UDS-backed CLI stale refresh returned a deterministic digest conflict failure.",Not required,Not required,,.compozy/tasks/feature-stories/analysis/01_analysis_runtime-sessions.md,Service-unavailable branch requires alternate daemon wiring; configured refresh path and CAS behavior passed.
RT-036,runtime-sessions,Agent heartbeat authoring + wake,Operator/Agent,"As an operator I want HEARTBEAT.md lifecycle, status, and manual wake for an agent","`GET/PUT/DELETE /api/agents/:name/heartbeat`, validate/history/rollback, `GET .../heartbeat/status`, `POST .../heartbeat/wake`.",HTTP+UDS,`authored_context.go:412-755`; `routes.go:166-173`; qa/evidence/batch-004-context-settings/rt036-*,Needs QA,Passed,No error,"HEARTBEAT.md lifecycle passed: validate returned valid, PUT v1 produced a digest, CLI inspect matched, status with session included session_health, dry-run wake returned a wake decision, PUT v2/history/rollback restored v1, and delete succeeded.",Not required,Not required,,.compozy/tasks/feature-stories/analysis/01_analysis_runtime-sessions.md,Package-owned heartbeat mutation branch was not reachable in this lab because no package-owned agent definition was present; manual wake was validated as dry-run decision to avoid unsolicited agent work.
RT-037,runtime-sessions,Sandbox profile management,Operator/Agent,As an operator I want to create/edit/delete sandbox profiles referenceable by workspaces,`GET/PUT/DELETE /api/settings/sandboxes[/:name]` (HTTP PUT/DELETE privileged); backends `local`/`daytona`; PUT is full replace; builtin profiles cannot be deleted (only overridden); usage count tracks referencing workspaces.,HTTP+UDS settings; web `/_app/sandbox`,`routes.go:482-485`; `sandbox.tsx:44-609`; qa/evidence/batch-004-context-settings/rt037-*; qa/issues/BUG-004.md,Needs QA,Passed after fix,Resolved BUG-004,"BUG-004: replacing an existing sandbox profile after it had nested env/network subtables returned HTTP 409 unsupported TOML mutation instead of full-replacing the profile. After the fix, PUT full profile, PUT minimal replacement, GET without stale nested fields, UDS-backed config list, usage_count=1 while a workspace referenced a temporary profile, restore-to-local, and delete all passed.",Fixed,Passed,Canonical owner for sandbox profile behavior; overlaps MS-030.,.compozy/tasks/feature-stories/analysis/01_analysis_runtime-sessions.md,"The settings collection exposes configured sandbox overlays; builtin `local` was not returned as a deletable collection item in this lab, so builtin-delete UI disabling remains browser-blocked. Full replace and usage-count API behavior are covered."
RT-038,runtime-sessions,Filesystem browse for setup,Operator,As an operator I want to browse directories to pick a workspace root,`GET /api/fs/browse` returns directory listing for the workspace/onboarding directory picker.,HTTP+UDS `/api/fs/browse`; web directory-browser,`routes.go:63-66`; `onboarding/components/directory-browser.tsx`; qa/evidence/batch-004-context-settings/rt038-*,Needs QA,Passed,No error,"Filesystem browse passed: normal browse returned visible directory and file while hiding dotfiles, dirs_only returned only directories, show_hidden returned hidden file and directory, relative path returned 400, file path returned 400, and missing path returned 404.",Not required,Not required,Canonical owner for filesystem browse/setup behavior; overlaps MS-051.,.compozy/tasks/feature-stories/analysis/01_analysis_runtime-sessions.md,Browse handler requires absolute paths and rejects non-directory paths; web directory-picker UI remains browser-blocked.
RT-039,runtime-sessions,Web home dashboard,Operator,As an operator I want a home dashboard showing daemon health + key metrics with connection state,"`/_app/` shows daemon status card (version, tone, description), metric grid (active-sessions/workspaces/agents/uptime), with loading/fatal-error/disconnected states.",web `/_app/`,`routes/_app/index.tsx:31-194`; qa/evidence/batch-004-context-settings/rt039-rt041-browser-blocked.json,Needs QA,Blocked,Environment blocker,Web home dashboard visual/loading/disconnected states require browser automation. QA bootstrap browser.mode=blocked because neither browser-use plugin nor agent-browser CLI is available; API daemon status was covered by RT-001/RT-024 but visual dashboard remains untested.,Blocked,Blocked,,.compozy/tasks/feature-stories/analysis/01_analysis_runtime-sessions.md,Test disconnected card + fatal-error empty state. No product failure claimed; requires browser automation to complete.
RT-040,runtime-sessions,Session permalink redirect,Operator,As an operator following a session link I want to land on the canonical agent-scoped session route,`/_app/session/$id` resolves the session's agent and replaces to `/agents/$name/sessions/$id`; not-found shows error fallback.,web `/_app/session/$id`,`routes/_app/session.$id.tsx:22-59`; qa/evidence/batch-004-context-settings/rt039-rt041-browser-blocked.json,Needs QA,Blocked,Environment blocker,"Session permalink redirect requires browser route execution. QA bootstrap browser.mode=blocked because neither browser-use plugin nor agent-browser CLI is available; session detail API not-found/detail behavior was covered by RT-012, but route redirect/fallback remains untested.",Blocked,Blocked,,.compozy/tasks/feature-stories/analysis/01_analysis_runtime-sessions.md,Verify redirect + not-found message. No product failure claimed; requires browser automation to complete.
RT-041,runtime-sessions,Active workspace scoping (web),Operator,As an operator I want a persisted active workspace that scopes session lists and a guard that prevents cross-workspace mismatch,Active workspace store scopes session list/mutation hooks; opening a session whose workspace differs triggers `useSessionWorkspaceGuard` redirect.,web workspace system; session route,`systems/workspace/index.ts:26-39`; `agents.$name.sessions.$id.tsx:166`; `use-session-actions.ts:52-68`; qa/evidence/batch-004-context-settings/rt039-rt041-browser-blocked.json,Needs QA,Blocked,Environment blocker,"Active workspace scoping and session workspace guard are web client behaviors requiring browser/local-storage/router execution. QA bootstrap browser.mode=blocked because neither browser-use plugin nor agent-browser CLI is available; workspace/session API scoping was covered by RT-005..RT-015, but web guard remains untested.",Blocked,Blocked,,.compozy/tasks/feature-stories/analysis/01_analysis_runtime-sessions.md,"Mutations throw ""No active workspace selected"" (400) when unset. No product failure claimed; requires browser automation to complete."
RT-042,runtime-sessions,HTTP/UDS transport parity,Operator/Agent,As an agent I want every runtime verb available over both HTTP and the UDS/CLI socket so I am not UI-dependent,Each `BaseHandlers` method is registered on both transports with matching behavior; HTTP adds loopback guard + privileged-mutation guard on sensitive routes; UDS omits the privileged guard.,`httpapi/routes.go` vs `udsapi/routes.go`,`httpapi/routes.go:6-526`; `udsapi/routes.go:6-549`; qa/evidence/batch-004-context-settings/rt042-*,Needs QA,Passed,No error,"Transport parity sample passed: HTTP and UDS-backed CLI returned matching workspace IDs, provider IDs, and workspace-visible agent names when using the correct `workspace` query parameter. Settings sandboxes HTTP and UDS-backed config list were both reachable. An earlier parity attempt used `workspace_id` for `/api/agents`, which is not the handler contract; retest with `workspace` passed.",Not required,Not required,,.compozy/tasks/feature-stories/analysis/01_analysis_runtime-sessions.md,Sampled representative read surfaces after the per-feature HTTP/UDS tests already covered the individual verbs. HTTP privileged/loopback guard policy was not exhaustively revalidated here.
TA-001,tasks-automation,Create task,Operator / Agent,As a user I create a task (optionally from a template) so work can be queued.,"POST creates a task (201) with title, scope (global/workspace), priority, max_attempts, approval_policy, auto_enqueue_on_ready, optional draft + owner + network_channel; web modal offers templates one_shot/recurring/epic/remote_peer/human_in_loop/blank. Invalid scope binding → 4xx.",Web `/tasks/new` modal; `POST /api/tasks`; `POST (uds) /tasks`; CLI `task create`,"`tasks.go:188-223,1733-1766`; routes `httpapi:269`,`uds:282`; `web/.../tasks.new.tsx:11-19`; `task-templates.ts:55-131`; qa/evidence/batch-005-tasks-crud/ta001-*; qa/evidence/batch-005-tasks-crud/ta001-ta014-summary.json; qa/evidence/batch-005-tasks-crud/ta001-ta014-retest-summary.json",Needs QA,Passed,No error,HTTP create workspace task returned 201 for task-00b150468e8e99a2; workspace-scope create without workspace returned client error; UDS-backed CLI create returned task-8af6f174bc83d375.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/02_analysis_tasks-automation.md,Verify template prefills; workspace scope requires workspace binding. Web-specific UI rendering for this task story remains browser-blocked where applicable; HTTP/UDS behavior passed.
